unit_id,manufacturer,tag,官网仪器详情页,仪器名称,仪器参数,仪器照片url,仪器详情,抓取状态
833,Hewlett-Packard,衰减器驱动器,https://www.keysight.com/us/en/product/11713A/attenuator-switch-driver.html,HP 11713A 衰减器/开关驱动器,驱动通道: 最多10个开关/衰减器段; 驱动电压: 24 V DC; 电流限制: 1.3 A峰值/0.65 A稳态; 切换时间: <10 ms; 兼容衰减器: 8494/5/6/7系列; 兼容开关: 8761/8762/8765系列; 接口: GPIB,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/prd/accessories/attenuators/11713B_F_12_TRANS-SHAD_1600x900.png,HP 11713A是GPIB控制的衰减器/开关驱动器，可同时驱动两个可编程衰减器和两个机电开关，最多控制10个开关或衰减器段，内置24V电源带短路保护，切换时间小于10毫秒，前面板提供状态监测，配备两根插入式驱动电缆，是RF自动测试系统的标准配件。,ok
834,Hewlett-Packard,直流电源,https://www.keysight.com/us/en/product/6632A/100-watt-system-power-supply-20v-5a.html,HP 6632A 系统直流电源,输出电压: 0~20 V; 输出电流: 0~5 A; 输出功率: 100 W; 纹波噪声: 0.3 mV rms/10 mV pp; 回读精度: 电压0.07%+15 mV; 调节方式: 串联线性; 接口: HP-IB(GPIB); 过压/过流保护,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/migrated/scene7/products/sp/PROD-838596-01.jpg,HP 6632A是100W单输出系统级直流电源，输出0-20V/0-5A，采用串联线性调节技术提供极低纹波噪声，内置DVM和精密电流分流器进行回读测量，支持CV/CC双模式运行和有源下拉编程，具备软件校准和完整GPIB可编程控制，适用于自动测试系统。,ok
835,Hewlett-Packard,直流电源,https://www.keysight.com/us/en/product/6633A/100-watt-system-power-supply-50v-2a.html,HP 6633A 系统直流电源,输出电压: 0~50 V; 输出电流: 0~2 A; 输出功率: 100 W; 调节方式: 串联线性; 远端感应: 支持(补偿2V/线); 接口: HP-IB(GPIB); 过压/过流保护; 软件校准,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/migrated/scene7/products/sp/PROD-838596-01.jpg,HP 6633A是6630A系列100W单输出系统直流电源，输出0-50V/0-2A，采用串联线性调节，支持电流吸收实现快速下拉编程，内置DVM和精密电流分流器，远端感应端子可补偿每线最多2V的负载引线压降，具备完整HP-IB可编程控制和自检功能。,ok
836,Hewlett-Packard,直流电源,https://www.keysight.com/us/en/product/6634A/100-watt-system-power-supply-100v-1a.html,HP 6634A 系统直流电源,输出电压: 0~100 V; 输出电流: 0~1 A; 输出功率: 100 W; 调节方式: 串联线性; 过压保护: SCR限幅; 远端感应: 支持; 接口: HP-IB(GPIB); 快速/普通模式切换,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/migrated/scene7/products/sp/PROD-838596-01.jpg,HP 6634A是6630A系列100W单输出系统直流电源，输出0-100V/0-1A，采用串联线性调节，具备可编程过压保护（SCR限幅）和过流保护，支持电流吸收和远端感应，后面板Fast/Normal模式开关可在响应速度和低纹波间切换，配备完整GPIB可编程控制和软件校准。,ok
837,ILX Lightwave,激光驱动器,https://www.newport.com/p/LDP-3811-120V,ILX Lightwave LDP-3811 脉冲激光二极管驱动器,输出电流: 双量程200/500 mA; 顺从电压: >25 V; 脉冲宽度: 100 ns~1 ms; 上升/下降时间: <25 ns; 占空比: 0.01%~100%; 模式: CW/脉冲; 显示: 5位LED; 接口: GPIB,https://api.p1.mks.com//medias/sys_master/DefaultCelumAssetsFolder/h13/hb1/9901207453726/3811_0411_800w/3811-0411-800w.jpg,ILX Lightwave LDP-3811是微处理器控制的精密脉冲激光二极管驱动器，提供双量程200/500 mA输出，支持CW和脉冲两种工作模式，脉冲上升时间小于25 ns，占空比可调0.01%至100%，内置完善的激光二极管保护电路，包括电流限制和输出短路保护，适用于低功率激光二极管测试。,ok
838,Inficon,薄膜沉积监控仪,https://www.inficon.com/en/products/thin-film-technology/sqm-160,INFICON SQM-160 薄膜沉积速率/厚度监控仪,标准传感器输入: 2个(可扩展至6个); 频率范围: 1.0~6.5 MHz; 厚度分辨率: ±0.37 Å(标准)/±0.037 Å(高分辨率); 存储薄膜: 99种; 继电器输出: 4个; 模拟输出: 2个; 通信: RS-232/USB/以太网可选,https://www.inficon.com/uploads/media/500x335/09/969-SQM-160.png?v=1-0,INFICON SQM-160采用石英晶体传感器技术测量薄膜沉积过程中的速率和厚度，标准2路传感器输入可扩展至6路，厚度分辨率高达0.037埃（高分辨率版本），可存储99种薄膜参数，支持4路继电器输出控制快门，配备Windows软件进行远程设置和数据保存。,ok
839,IPG Photonics,光纤放大器,https://www.ipgphotonics.com/en/products/lasers/cw-fiber-amplifiers/cw-fiber-amplifiers/yar-lp-sf-1-100-w,IPG Photonics YAR 掺镱连续光纤放大器,波长范围: 1030~1070 nm; 输出功率: 1~100 W(LP-SF型)/最高4 kW(SM型); 光束质量: M²<1.1; 输入光隔离: 25 dB; 输入功率: 1~5 mW(SF型); 偏振: 线偏振/随机可选; 冷却: 风冷; 接口: GPIB/RS-232,https://cdn.ipgphotonics.com/77b6261c-96d3-4ee4-8ce1-b0d80150ddb7/YAR-LP-SF_Product_Card_cms_crd_1x.png,IPG Photonics YAR系列是掺镱连续光纤放大器，波长覆盖1030至1070 nm，LP-SF型提供线偏振单频输出功率最高100W，SM型可达4 kW，光束质量M²<1.1，风冷设计免维护，19英寸机架安装，配备GPIB和RS-232接口，适用于光谱合束、传感探测和光学计量等应用。,ok
1004,BioLogic,恒电位仪,https://www.biologic.net/products/sp-300/,BioLogic SP-300 模块化研究级恒电位仪/恒电流仪,顺从电压±20V或±48V；电流范围±10nA至±800mA；电位分辨率~1µV；EIS频率10µHz-7MHz；最多6独立通道；支持浮地/接地模式,https://www.biologic.net/wp-content/uploads/2019/06/SP-300.png,BioLogic SP-300是模块化研究级恒电位仪/恒电流仪，内置电化学阻抗谱功能，频率范围达7MHz，支持最多6个独立通道。适用于腐蚀研究、电池/燃料电池测试、传感器开发及基础电化学研究，配套EC-Lab软件进行实验控制与数据分析。,ok
1005,A&D,精密天平,https://www.aandd.jp/products/weighing/balance/gx-k.html,A&D GX-K/GF-K系列精密天平,量程200g-6100g（型号不同）；可读性0.001g-0.01g；内部自动校准；RS-232C接口；SBI通信协议；多种称量单位；GLP/GMP/ISO合规数据输出,https://www.aandd.jp/products/weighing/balance/images/gx-k_main.jpg,A&D GX-K/GF-K系列精密天平配备内部自动校准功能，支持SBI通信协议通过RS-232C接口进行数据传输。具有高精度称量能力、多种称量单位切换、环境自适应调节及风罩设计，广泛应用于实验室精密称量。,ok
1006,Vapourtec,流动化学反应器,https://www.vapourtec.com/products/r-series/,Vapourtec R2连续流动化学反应系统,流速0.01-10mL/min；温度范围-70°C至+250°C；耐压最高40bar；2个独立泵通道；支持盘管/芯片/填充床反应器；PFA/PTFE湿润部件,https://www.vapourtec.com/wp-content/uploads/2019/04/R-Series-flow-chemistry-system.jpg,Vapourtec R2是模块化连续流动化学泵送模块，通常与R4反应器模块配合使用。具有2个独立泵通道，流速可精确控制，支持多种反应器类型。配备Flow Commander软件实现自动化控制，适用于药物研发、反应优化和光化学等应用。,ok
1007,Tescan,扫描电子显微镜,https://www.tescan.com/product/tescan-mira/,Tescan MIRA场发射扫描电子显微镜,Schottky场发射枪；分辨率1.0nm@30kV；加速电压200V-30kV；探针电流最高200nA；放大倍率最高1000000×；电动5轴样品台；支持EDS/EBSD/WDS/CL,https://www.tescan.com/wp-content/uploads/2021/05/MIRA-product-image.png,Tescan MIRA是高性能场发射扫描电子显微镜，采用Schottky FEG电子源，在30kV下分辨率可达1.0nm。配备In-Flight Beam Tracing实时束流优化技术，大样品室可容纳200mm样品，支持多种分析检测器，适用于材料科学和纳米技术研究。,ok
1008,Thermo Fisher,扫描电子显微镜,https://www.thermofisher.com/us/en/home/electron-microscopy/products/desktop-scanning-electron-microscopes/phenom-pure-pro-prox.html,Thermo Fisher Phenom台式扫描电子显微镜,CeB6热电子源（G7系列）；分辨率2.0nm（Pharos FEG型）；加速电压1-20kV；30秒快速成像；EDS元素分析（ProX型）；紧凑台式设计；支持96/384孔板样品,https://www.thermofisher.com/TFS-Assets/MSD/product-images/phenom-prox-desktop-sem.jpg,Thermo Fisher Phenom系列是紧凑型台式扫描电子显微镜，包括Pure、Pro、ProX和Pharos等型号。采用长寿命CeB6电子源，30秒即可获得电子图像。ProX型集成EDS探测器进行元素分析，Pharos型采用FEG实现2.0nm高分辨率，无需专用基础设施即可部署。,ok
1009,Kern,电子天平,https://www.kern-sohn.com/shop/en/laboratory-balances/precision-balances/PCB/,Kern PCB 6000-0精密电子天平,最大量程6000g；可读性1g；重复性±1g；线性度±2g；称盘尺寸150×170mm；不锈钢称盘；RS-232接口（可选）；外部校准；LCD显示,https://www.kern-sohn.com/media/image/product/PCB_6000-0/PCB_6000-0.jpg,Kern PCB 6000-0是紧凑型精密电子天平，量程6kg，可读性1g。具有去皮、计数和单位切换功能，支持RS-232数据通信。ABS塑料外壳，适合实验室和工业称量应用，可选电池供电便于移动使用。,ok
1010,Eldex,反应釜,https://www.eldex.com/optos-pump/,Eldex Optos高精度HPLC泵,往复活塞泵；流速0.001-10mL/min；最大压力6000-10000psi；流速精度≤0.3%RSD；蓝宝石活塞；PEEK/不锈钢/PTFE湿润材料；RS-232通信,https://www.eldex.com/wp-content/uploads/optos-pump.jpg,Eldex Optos是高精度HPLC液相泵，采用往复活塞设计，流速范围宽广且精度优异。湿润部件采用蓝宝石活塞、PEEK和不锈钢材料，具有良好的化学兼容性。支持等度和梯度配置，广泛应用于液相色谱和精密流体输送。,ok
1011,Universal Robots,工业机械臂,https://www.universal-robots.com/products/ur10e/,Universal Robots UR10e协作机器人,有效载荷12.5kg；臂展1300mm；6轴关节；重复定位精度±0.05mm；自重33.5kg；IP54防护；内置力/扭矩传感器；Modbus TCP/PROFINET/EtherNet/IP通信,https://www.universal-robots.com/media/1807465/ur10e-702x702px.png,UR10e是Universal Robots e-Series协作机器人，有效载荷12.5kg，臂展1300mm。内置力/扭矩传感器和17项可配置安全功能，符合ISO 10218和ISO/TS 15066协作安全标准。通过PolyScope触屏编程界面操作，支持RTDE实时数据交换协议。,ok
1012,Universal Robots,工业机械臂,https://www.universal-robots.com/products/ur16e/,Universal Robots UR16e重载协作机器人,有效载荷16kg；臂展900mm；6轴关节；重复定位精度±0.03mm；自重33.1kg；IP54防护；最大功耗585W；最大速度1m/s；底座直径190mm,https://www.universal-robots.com/media/1807467/ur16e-702x702px.png,UR16e是Universal Robots e-Series重载协作机器人，有效载荷16kg，臂展900mm，专为紧凑空间内的重载应用设计。重复定位精度±0.03mm，可在最大臂展下以全速搬运最大载荷。适用于机床上下料、物料搬运和螺丝紧固等应用。,ok
1013,Mecademic,桌面机械臂,https://mecademic.com/products/meca500-industrial-robot-arm/,Mecademic Meca500超紧凑六轴工业机器人,6轴；有效载荷500g（额定）/1kg（最大）；臂展330mm；重复定位精度5µm；自重4.5kg；最大TCP速度5000mm/s；内置控制器；以太网/EtherCAT通信；24V供电,https://mecademic.com/wp-content/uploads/2022/08/meca500-r4-robot-arm.png,Mecademic Meca500是全球最小最精密的六轴工业机器人，仅重4.5kg，重复定位精度5µm。采用Harmonic Drive零背隙减速器和精密铝合金加工结构，控制器集成在底座内。通过以太网TCP/IP或EtherCAT通信，支持任意方向安装，适用于精密装配和实验室自动化。,ok
1014,Hamilton,移液工作站,https://www.hamiltoncompany.com/automated-liquid-handling/platforms/microlab-vantage,Hamilton Microlab VANTAGE自动化移液工作站,CO-RE压缩O环移液技术；独立1000µL和5mL移液通道；亚微升至毫升体积范围；模块化甲板设计；VENUS软件控制；防液滴控制；压力式液面检测,https://www.hamiltoncompany.com/sites/default/files/styles/hero/public/hamilton-vantage.jpg,Hamilton Microlab VANTAGE是高端自动化移液工作站，采用专利CO-RE移液技术确保精确吸头连接。可配置独立移液通道和多通道移液头，模块化甲板支持集成第三方设备。配备VENUS编程软件和液面检测功能，适用于NGS文库制备、PCR设置和ELISA等应用。,ok
1015,Hamilton,移液工作站,https://www.hamiltoncompany.com/automated-liquid-handling/platforms/microlab-nimbus,Hamilton Microlab NIMBUS紧凑型移液工作站,CO-RE 96通道移液头；动态移液范围1.0-1000µL；50/300/1000µL吸头兼容；11/12/20个ANSI/SLAS位；100-240VAC供电；尺寸约70×56×51cm,https://www.hamiltoncompany.com/sites/default/files/styles/hero/public/nimbus-96.jpg,Hamilton Microlab NIMBUS是紧凑型自动化移液工作站，采用CO-RE锁钥式吸头连接技术。96通道探头移液头提供1-1000µL的宽动态范围，支持96和384孔板操作。可选4或8独立通道配置，可集成CO-RE抓手、温控模块和HEPA过滤系统。,ok
1016,Opentrons,移液工作站,https://opentrons.com/ot-2/,Opentrons OT-2开源自动化移液机器人,11个甲板位；2个移液器挂载；P20/P300单/8通道和P1000单通道移液器；定位精度~0.1mm；Python API编程；USB/WiFi连接；支持温控/磁力/PCR模块,https://opentrons.com/static/ot2-hero.png,Opentrons OT-2是开源自动化移液机器人，价格远低于传统移液工作站。支持1-1000µL移液范围，通过Python API或无代码Protocol Designer编程。内置摄像头用于甲板校准，可扩展温度模块、磁力模块和热循环仪模块，广泛应用于生命科学研究实验室。,ok
1017,Tecan,移液工作站,https://lifesciences.tecan.com/freedom-evo-platform,Tecan Freedom EVO自动化移液工作站,工作台75/100/150/200cm四种尺寸；8通道LiHa臂（最大1000µL）；96通道MCA头（最大200µL）；液面检测低至50µL；支持一次性和可清洗吸头；RoMa机械臂,https://lifesciences.tecan.com/hubfs/freedom-evo-platform.png,Tecan Freedom EVO是经典高通量自动化移液工作站，全球安装超5000台。提供四种工作台尺寸和多种移液臂配置，支持一次性和可清洗吸头。配备RoMa机械臂实现板件搬运，适用于基因组学、蛋白质组学和药物发现等多种应用。该平台已于2026年停售。,ok
1018,Beckman Coulter,离心机,https://www.beckmancoulter.com/products/immunoassay/access-2-immunoassay-system,Beckman Coulter Access 2免疫分析系统,化学发光免疫分析；通量约100测试/小时；50个样品位；最多24个试剂包；STAT优先处理；顺磁性颗粒技术；LIS双向连接；条码识别,https://www.beckmancoulter.com/content/dam/beckman/products/Access-2.png,Beckman Coulter Access 2是台式随机存取化学发光免疫分析仪，通量约100测试/小时。采用顺磁性颗粒技术，菜单覆盖甲状腺、心脏标志物、肿瘤标志物、贫血和感染性疾病等项目。支持STAT优先处理和自动校准，适合中小型实验室常规免疫检测。,ok
1019,Agilent,封膜仪,https://www.agilent.com/en/product/microplate-handling/microplate-sealing/plateloc-thermal-microplate-sealer,Agilent PlateLoc热封微孔板封膜仪,温度范围室温至~185°C；封膜时间1-3秒；支持96/384/1536孔板；SBS/ANSI标准兼容；可调封膜压力；RS-232/USB接口；触摸屏控制,https://www.agilent.com/content/dam/agilent/images/products/PlateLoc.png,Agilent PlateLoc是自动化热封微孔板封膜仪，可快速一致地对微孔板进行热封处理。支持96至1536孔板格式，兼容可剥离、可穿刺和永久型封膜。适用于PCR、化合物管理和基因组学工作流程，可独立使用或集成到自动化系统中。,ok
1020,Agilent,撕膜仪,https://www.agilent.com/en/product/microplate-handling/microplate-seal-removal/xpeel-automated-microplate-seal-remover,Agilent XPeel自动化微孔板撕膜仪,支持96/384/1536孔板；兼容热封/粘贴/铝箔膜；可调撕膜速度和角度；SBS/ANSI标准兼容；RS-232/USB/TCP-IP接口；废膜收集系统；紧凑台式设计,https://www.agilent.com/content/dam/agilent/images/products/XPeel.png,Agilent XPeel是自动化微孔板撕膜仪，可自动移除微孔板上的热封膜、粘贴膜和铝箔膜。可调撕膜参数确保不扰动孔内样品，配备废膜收集系统。支持独立操作和机器人集成，适用于化合物管理和高通量筛选工作流程中的自动化撕膜。,ok
